,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
84,68,65,6,6,62,60,20,data/Train/20/00020_00002_00024.png
85,72,71,7,7,66,64,20,data/Train/20/00020_00002_00025.png
86,81,77,8,7,74,71,20,data/Train/20/00020_00002_00026.png
87,87,81,8,7,80,74,20,data/Train/20/00020_00002_00027.png
88,92,85,8,7,84,78,20,data/Train/20/00020_00002_00028.png
89,105,99,10,8,96,91,20,data/Train/20/00020_00002_00029.png
90,34,34,5,6,29,29,20,data/Train/20/00020_00003_00000.png
91,35,34,5,5,29,28,20,data/Train/20/00020_00003_00001.png
92,37,35,6,5,32,29,20,data/Train/20/00020_00003_00002.png
93,38,36,6,6,33,31,20,data/Train/20/00020_00003_00003.png
94,38,37,6,6,33,31,20,data/Train/20/00020_00003_00004.png
95,39,38,5,6,33,32,20,data/Train/20/00020_00003_00005.png
96,39,38,5,6,34,33,20,data/Train/20/00020_00003_00006.png
97,40,38,6,5,35,32,20,data/Train/20/00020_00003_00007.png
98,42,39,6,6,37,34,20,data/Train/20/00020_00003_00008.png
99,42,39,5,5,37,34,20,data/Train/20/00020_00003_00009.png
100,43,41,5,6,38,36,20,data/Train/20/00020_00003_00010.png
101,45,43,5,6,40,38,20,data/Train/20/00020_00003_00011.png
102,46,44,5,6,41,39,20,data/Train/20/00020_00003_00012.png
103,48,45,6,6,43,40,20,data/Train/20/00020_00003_00013.png
104,49,47,5,5,44,41,20,data/Train/20/00020_00003_00014.png
105,51,49,6,6,46,44,20,data/Train/20/00020_00003_00015.png
106,53,51,6,6,48,45,20,data/Train/20/00020_00003_00016.png
107,54,51,6,5,49,46,20,data/Train/20/00020_00003_00017.png
108,57,54,6,6,51,49,20,data/Train/20/00020_00003_00018.png
109,58,56,5,6,53,51,20,data/Train/20/00020_00003_00019.png
110,62,58,5,5,57,53,20,data/Train/20/00020_00003_00020.png
111,64,61,5,6,58,56,20,data/Train/20/00020_00003_00021.png
112,67,64,6,6,61,59,20,data/Train/20/00020_00003_00022.png
113,73,71,6,6,67,65,20,data/Train/20/00020_00003_00023.png
114,77,75,7,7,71,69,20,data/Train/20/00020_00003_00024.png
115,83,80,8,8,76,73,20,data/Train/20/00020_00003_00025.png
116,92,86,8,7,84,79,20,data/Train/20/00020_00003_00026.png
117,100,95,9,9,92,87,20,data/Train/20/00020_00003_00027.png
118,106,99,10,9,97,91,20,data/Train/20/00020_00003_00028.png
119,117,118,7,11,107,108,20,data/Train/20/00020_00003_00029.png
120,29,29,6,6,24,24,20,data/Train/20/00020_00004_00000.png
121,29,29,6,6,24,24,20,data/Train/20/00020_00004_00001.png
122,31,31,6,6,26,26,20,data/Train/20/00020_00004_00002.png
123,30,31,5,6,25,26,20,data/Train/20/00020_00004_00003.png
124,32,33,5,6,27,28,20,data/Train/20/00020_00004_00004.png
125,32,33,5,6,27,28,20,data/Train/20/00020_00004_00005.png
126,33,32,6,5,28,27,20,data/Train/20/00020_00004_00006.png
127,33,33,6,6,28,28,20,data/Train/20/00020_00004_00007.png
128,34,33,6,5,29,28,20,data/Train/20/00020_00004_00008.png
129,33,34,5,6,28,29,20,data/Train/20/00020_00004_00009.png
130,33,34,5,6,28,29,20,data/Train/20/00020_00004_00010.png
131,36,35,6,5,31,30,20,data/Train/20/00020_00004_00011.png
132,36,36,5,5,31,31,20,data/Train/20/00020_00004_00012.png
133,36,37,5,6,31,32,20,data/Train/20/00020_00004_00013.png
134,37,37,6,6,32,32,20,data/Train/20/00020_00004_00014.png
135,37,37,6,6,32,32,20,data/Train/20/00020_00004_00015.png
136,41,41,6,6,36,36,20,data/Train/20/00020_00004_00016.png
137,41,41,6,6,36,36,20,data/Train/20/00020_00004_00017.png
138,41,40,6,5,36,35,20,data/Train/20/00020_00004_00018.png
139,40,41,5,6,35,36,20,data/Train/20/00020_00004_00019.png
140,41,40,6,5,36,35,20,data/Train/20/00020_00004_00020.png
141,40,41,5,6,35,36,20,data/Train/20/00020_00004_00021.png
142,40,40,5,5,35,35,20,data/Train/20/00020_00004_00022.png
143,42,42,5,5,37,37,20,data/Train/20/00020_00004_00023.png
144,44,44,6,6,39,39,20,data/Train/20/00020_00004_00024.png
145,47,46,6,5,42,41,20,data/Train/20/00020_00004_00025.png
146,48,49,5,6,43,44,20,data/Train/20/00020_00004_00026.png
147,52,53,5,6,47,48,20,data/Train/20/00020_00004_00027.png
148,54,55,5,6,49,50,20,data/Train/20/00020_00004_00028.png
149,58,58,5,5,53,53,20,data/Train/20/00020_00004_00029.png
150,28,26,5,6,22,21,20,data/Train/20/00020_00005_00000.png
151,28,26,5,5,22,20,20,data/Train/20/00020_00005_00001.png
152,30,28,6,6,24,22,20,data/Train/20/00020_00005_00002.png
153,30,29,5,6,25,24,20,data/Train/20/00020_00005_00003.png
154,30,29,5,6,25,24,20,data/Train/20/00020_00005_00004.png
155,32,29,6,5,27,24,20,data/Train/20/00020_00005_00005.png
156,32,29,5,5,26,24,20,data/Train/20/00020_00005_00006.png
157,32,31,5,6,27,26,20,data/Train/20/00020_00005_00007.png
158,33,30,6,5,28,25,20,data/Train/20/00020_00005_00008.png
159,33,31,5,5,27,25,20,data/Train/20/00020_00005_00009.png
160,35,32,6,5,30,27,20,data/Train/20/00020_00005_00010.png
161,36,33,5,5,30,28,20,data/Train/20/00020_00005_00011.png
162,38,35,6,6,33,30,20,data/Train/20/00020_00005_00012.png
163,39,35,6,5,33,29,20,data/Train/20/00020_00005_00013.png
164,40,37,6,6,34,31,20,data/Train/20/00020_00005_00014.png
165,40,37,5,6,34,32,20,data/Train/20/00020_00005_00015.png
166,40,38,5,5,35,32,20,data/Train/20/00020_00005_00016.png
167,43,40,6,6,38,35,20,data/Train/20/00020_00005_00017.png
168,44,42,6,6,39,36,20,data/Train/20/00020_00005_00018.png
169,46,42,6,5,41,37,20,data/Train/20/00020_00005_00019.png
170,48,44,6,5,43,39,20,data/Train/20/00020_00005_00020.png
171,49,47,5,6,44,42,20,data/Train/20/00020_00005_00021.png
172,49,47,5,6,44,42,20,data/Train/20/00020_00005_00022.png
173,51,48,5,5,46,43,20,data/Train/20/00020_00005_00023.png
174,51,48,5,5,46,43,20,data/Train/20/00020_00005_00024.png
175,53,50,6,6,48,45,20,data/Train/20/00020_00005_00025.png
176,55,51,6,5,50,46,20,data/Train/20/00020_00005_00026.png
177,59,55,5,6,54,50,20,data/Train/20/00020_00005_00027.png
178,68,60,7,5,62,55,20,data/Train/20/00020_00005_00028.png
179,74,67,7,6,68,61,20,data/Train/20/00020_00005_00029.png
180,27,25,6,5,22,20,20,data/Train/20/00020_00006_00000.png
181,27,27,6,6,22,21,20,data/Train/20/00020_00006_00001.png
182,28,28,5,6,22,22,20,data/Train/20/00020_00006_00002.png
183,29,27,5,5,23,22,20,data/Train/20/00020_00006_00003.png
184,30,28,6,5,25,22,20,data/Train/20/00020_00006_00004.png
185,30,28,6,6,25,23,20,data/Train/20/00020_00006_00005.png
186,31,29,6,6,26,24,20,data/Train/20/00020_00006_00006.png
187,32,30,5,6,26,25,20,data/Train/20/00020_00006_00007.png
188,33,31,6,5,28,25,20,data/Train/20/00020_00006_00008.png
189,35,31,6,5,29,25,20,data/Train/20/00020_00006_00009.png
190,35,32,5,6,29,27,20,data/Train/20/00020_00006_00010.png
191,35,34,5,6,30,28,20,data/Train/20/00020_00006_00011.png
192,37,35,5,6,31,29,20,data/Train/20/00020_00006_00012.png
193,38,36,5,6,32,30,20,data/Train/20/00020_00006_00013.png
194,39,36,5,5,33,30,20,data/Train/20/00020_00006_00014.png
195,41,38,6,6,35,32,20,data/Train/20/00020_00006_00015.png
196,41,39,5,6,36,33,20,data/Train/20/00020_00006_00016.png
197,43,40,6,6,38,34,20,data/Train/20/00020_00006_00017.png
198,45,42,5,6,40,36,20,data/Train/20/00020_00006_00018.png
199,49,44,6,6,44,39,20,data/Train/20/00020_00006_00019.png
200,50,44,6,5,45,39,20,data/Train/20/00020_00006_00020.png
201,52,46,5,5,47,40,20,data/Train/20/00020_00006_00021.png
202,55,49,5,5,50,43,20,data/Train/20/00020_00006_00022.png
203,60,52,6,5,54,46,20,data/Train/20/00020_00006_00023.png
204,62,55,5,6,57,50,20,data/Train/20/00020_00006_00024.png
205,67,57,6,6,61,52,20,data/Train/20/00020_00006_00025.png
206,72,60,6,5,65,55,20,data/Train/20/00020_00006_00026.png
207,76,66,6,6,69,60,20,data/Train/20/00020_00006_00027.png
208,84,71,8,6,76,64,20,data/Train/20/00020_00006_00028.png
209,89,75,8,6,81,69,20,data/Train/20/00020_00006_00029.png
210,27,27,6,6,22,22,20,data/Train/20/00020_00007_00000.png
211,27,27,6,6,22,22,20,data/Train/20/00020_00007_00001.png
212,26,27,5,6,21,22,20,data/Train/20/00020_00007_00002.png
213,27,28,5,6,22,23,20,data/Train/20/00020_00007_00003.png
214,27,28,5,6,22,23,20,data/Train/20/00020_00007_00004.png
215,28,28,6,6,23,23,20,data/Train/20/00020_00007_00005.png
216,27,28,5,6,22,23,20,data/Train/20/00020_00007_00006.png
217,27,28,5,6,22,23,20,data/Train/20/00020_00007_00007.png
218,27,28,5,6,22,23,20,data/Train/20/00020_00007_00008.png
219,28,28,5,5,23,23,20,data/Train/20/00020_00007_00009.png
220,27,27,5,5,22,22,20,data/Train/20/00020_00007_00010.png
221,28,29,5,6,23,24,20,data/Train/20/00020_00007_00011.png
222,28,28,5,5,23,23,20,data/Train/20/00020_00007_00012.png
223,30,30,5,5,25,25,20,data/Train/20/00020_00007_00013.png
224,30,30,5,5,25,25,20,data/Train/20/00020_00007_00014.png
225,31,32,5,6,25,27,20,data/Train/20/00020_00007_00015.png
226,33,32,6,5,28,27,20,data/Train/20/00020_00007_00016.png
227,34,35,5,6,29,30,20,data/Train/20/00020_00007_00017.png
228,38,36,6,5,33,31,20,data/Train/20/00020_00007_00018.png
229,40,39,5,6,35,34,20,data/Train/20/00020_00007_00019.png
230,41,41,5,6,36,35,20,data/Train/20/00020_00007_00020.png
231,44,42,5,5,38,36,20,data/Train/20/00020_00007_00021.png
232,48,45,6,5,43,40,20,data/Train/20/00020_00007_00022.png
233,53,50,6,6,47,45,20,data/Train/20/00020_00007_00023.png
234,57,55,5,6,52,50,20,data/Train/20/00020_00007_00024.png
235,63,60,5,5,58,55,20,data/Train/20/00020_00007_00025.png
236,74,71,7,7,68,65,20,data/Train/20/00020_00007_00026.png
237,88,84,8,7,81,77,20,data/Train/20/00020_00007_00027.png
238,106,100,10,8,97,92,20,data/Train/20/00020_00007_00028.png
239,124,119,11,10,114,109,20,data/Train/20/00020_00007_00029.png
240,30,30,5,5,25,25,20,data/Train/20/00020_00008_00000.png
241,30,31,5,6,25,26,20,data/Train/20/00020_00008_00001.png
242,30,30,5,5,25,25,20,data/Train/20/00020_00008_00002.png
243,30,31,5,6,25,26,20,data/Train/20/00020_00008_00003.png
244,31,31,5,5,26,26,20,data/Train/20/00020_00008_00004.png
245,32,31,6,5,27,26,20,data/Train/20/00020_00008_00005.png
246,32,31,6,5,27,26,20,data/Train/20/00020_00008_00006.png
247,32,33,5,6,27,28,20,data/Train/20/00020_00008_00007.png
248,34,35,5,6,29,30,20,data/Train/20/00020_00008_00008.png
249,35,34,6,5,30,29,20,data/Train/20/00020_00008_00009.png
250,34,34,5,5,29,29,20,data/Train/20/00020_00008_00010.png
251,35,35,6,6,30,30,20,data/Train/20/00020_00008_00011.png
252,35,35,5,5,30,30,20,data/Train/20/00020_00008_00012.png
253,36,36,6,6,31,31,20,data/Train/20/00020_00008_00013.png
254,36,36,6,6,31,31,20,data/Train/20/00020_00008_00014.png
255,40,40,6,6,35,35,20,data/Train/20/00020_00008_00015.png
256,39,40,5,6,34,35,20,data/Train/20/00020_00008_00016.png
257,40,40,6,6,35,35,20,data/Train/20/00020_00008_00017.png
258,40,40,5,5,35,35,20,data/Train/20/00020_00008_00018.png
259,41,40,6,5,36,35,20,data/Train/20/00020_00008_00019.png
260,42,43,5,6,37,38,20,data/Train/20/00020_00008_00020.png
261,44,44,5,5,39,39,20,data/Train/20/00020_00008_00021.png
262,45,45,6,6,40,40,20,data/Train/20/00020_00008_00022.png
263,48,48,5,5,43,43,20,data/Train/20/00020_00008_00023.png
264,50,50,5,5,45,45,20,data/Train/20/00020_00008_00024.png
265,53,53,6,6,48,48,20,data/Train/20/00020_00008_00025.png
266,55,55,6,6,50,50,20,data/Train/20/00020_00008_00026.png
267,61,61,6,6,56,56,20,data/Train/20/00020_00008_00027.png
268,73,72,7,6,67,66,20,data/Train/20/00020_00008_00028.png
269,76,76,6,6,70,70,20,data/Train/20/00020_00008_00029.png
270,36,36,5,5,31,31,20,data/Train/20/00020_00009_00000.png
271,37,36,6,5,32,31,20,data/Train/20/00020_00009_00001.png
272,36,36,5,5,31,31,20,data/Train/20/00020_00009_00002.png
273,37,36,6,5,32,31,20,data/Train/20/00020_00009_00003.png
274,38,38,6,6,33,33,20,data/Train/20/00020_00009_00004.png
275,39,38,6,5,34,33,20,data/Train/20/00020_00009_00005.png
276,39,40,5,6,34,35,20,data/Train/20/00020_00009_00006.png
277,39,40,5,6,34,35,20,data/Train/20/00020_00009_00007.png
278,39,39,5,5,34,34,20,data/Train/20/00020_00009_00008.png
279,40,40,6,6,35,35,20,data/Train/20/00020_00009_00009.png
280,39,40,5,6,34,35,20,data/Train/20/00020_00009_00010.png
281,40,40,6,6,35,35,20,data/Train/20/00020_00009_00011.png
282,40,40,6,6,35,35,20,data/Train/20/00020_00009_00012.png
283,39,39,5,5,34,34,20,data/Train/20/00020_00009_00013.png
284,43,42,6,5,38,37,20,data/Train/20/00020_00009_00014.png
285,43,43,6,6,38,38,20,data/Train/20/00020_00009_00015.png
286,43,42,6,5,38,37,20,data/Train/20/00020_00009_00016.png
287,43,43,6,6,38,38,20,data/Train/20/00020_00009_00017.png
288,45,44,6,5,40,39,20,data/Train/20/00020_00009_00018.png
289,45,44,6,5,40,39,20,data/Train/20/00020_00009_00019.png
290,47,47,6,6,42,42,20,data/Train/20/00020_00009_00020.png
291,47,47,6,6,42,42,20,data/Train/20/00020_00009_00021.png
292,47,47,6,6,42,42,20,data/Train/20/00020_00009_00022.png
293,50,50,6,6,45,45,20,data/Train/20/00020_00009_00023.png
294,52,52,5,5,47,47,20,data/Train/20/00020_00009_00024.png
295,54,54,5,5,49,49,20,data/Train/20/00020_00009_00025.png
296,56,57,5,6,51,52,20,data/Train/20/00020_00009_00026.png
297,57,57,6,6,52,52,20,data/Train/20/00020_00009_00027.png
298,59,58,6,5,54,53,20,data/Train/20/00020_00009_00028.png
299,61,60,6,5,56,55,20,data/Train/20/00020_00009_00029.png
300,29,25,6,5,24,20,20,data/Train/20/00020_00010_00000.png
301,31,29,6,6,26,23,20,data/Train/20/00020_00010_00001.png
302,33,29,6,5,28,24,20,data/Train/20/00020_00010_00002.png
303,35,33,6,6,30,27,20,data/Train/20/00020_00010_00003.png
304,35,33,5,6,29,27,20,data/Train/20/00020_00010_00004.png
305,37,32,6,5,31,27,20,data/Train/20/00020_00010_00005.png
306,37,34,6,6,32,29,20,data/Train/20/00020_00010_00006.png
307,37,33,6,5,32,28,20,data/Train/20/00020_00010_00007.png
308,37,34,5,5,32,29,20,data/Train/20/00020_00010_00008.png
309,38,35,5,6,33,30,20,data/Train/20/00020_00010_00009.png
310,40,35,6,5,35,30,20,data/Train/20/00020_00010_00010.png
311,40,37,5,6,35,32,20,data/Train/20/00020_00010_00011.png
312,42,37,6,5,36,31,20,data/Train/20/00020_00010_00012.png
313,42,38,5,5,36,32,20,data/Train/20/00020_00010_00013.png
314,44,40,6,6,38,34,20,data/Train/20/00020_00010_00014.png
315,44,40,6,6,39,35,20,data/Train/20/00020_00010_00015.png
316,45,41,5,5,40,35,20,data/Train/20/00020_00010_00016.png
317,47,43,5,6,41,37,20,data/Train/20/00020_00010_00017.png
318,49,44,6,5,44,38,20,data/Train/20/00020_00010_00018.png
319,51,46,6,5,46,40,20,data/Train/20/00020_00010_00019.png
320,54,48,6,6,49,43,20,data/Train/20/00020_00010_00020.png
321,57,50,6,5,52,45,20,data/Train/20/00020_00010_00021.png
322,58,52,5,5,53,47,20,data/Train/20/00020_00010_00022.png
323,63,55,6,5,57,50,20,data/Train/20/00020_00010_00023.png
324,64,57,5,5,59,52,20,data/Train/20/00020_00010_00024.png
325,71,62,7,5,65,56,20,data/Train/20/00020_00010_00025.png
326,75,69,6,7,69,62,20,data/Train/20/00020_00010_00026.png
327,81,71,8,7,74,65,20,data/Train/20/00020_00010_00027.png
328,88,77,7,7,80,71,20,data/Train/20/00020_00010_00028.png
329,95,84,8,8,87,77,20,data/Train/20/00020_00010_00029.png
330,28,25,5,5,23,20,20,data/Train/20/00020_00011_00000.png
331,30,27,5,5,25,22,20,data/Train/20/00020_00011_00001.png
332,31,28,6,6,26,23,20,data/Train/20/00020_00011_00002.png
333,30,28,5,6,25,23,20,data/Train/20/00020_00011_00003.png
334,30,28,5,6,25,23,20,data/Train/20/00020_00011_00004.png
335,31,27,5,5,25,22,20,data/Train/20/00020_00011_00005.png
336,31,30,5,6,26,24,20,data/Train/20/00020_00011_00006.png
337,31,29,6,6,26,24,20,data/Train/20/00020_00011_00007.png
338,32,30,6,6,26,25,20,data/Train/20/00020_00011_00008.png
339,33,31,6,5,27,25,20,data/Train/20/00020_00011_00009.png
340,35,32,6,5,29,26,20,data/Train/20/00020_00011_00010.png
341,35,32,5,5,29,27,20,data/Train/20/00020_00011_00011.png
342,37,34,6,5,31,28,20,data/Train/20/00020_00011_00012.png
343,37,35,6,6,32,30,20,data/Train/20/00020_00011_00013.png
344,39,36,6,6,33,31,20,data/Train/20/00020_00011_00014.png
345,40,38,5,6,34,33,20,data/Train/20/00020_00011_00015.png
346,42,38,6,5,36,33,20,data/Train/20/00020_00011_00016.png
347,42,41,5,6,37,36,20,data/Train/20/00020_00011_00017.png
348,45,43,6,6,40,38,20,data/Train/20/00020_00011_00018.png
349,47,45,6,6,42,40,20,data/Train/20/00020_00011_00019.png
350,48,46,6,6,43,41,20,data/Train/20/00020_00011_00020.png
351,50,48,5,5,45,43,20,data/Train/20/00020_00011_00021.png
352,52,48,6,6,47,43,20,data/Train/20/00020_00011_00022.png
353,57,53,5,5,52,48,20,data/Train/20/00020_00011_00023.png
354,58,54,6,6,53,49,20,data/Train/20/00020_00011_00024.png
355,62,59,5,6,57,54,20,data/Train/20/00020_00011_00025.png
356,71,59,6,5,65,54,20,data/Train/20/00020_00011_00026.png
357,73,73,6,7,67,67,20,data/Train/20/00020_00011_00027.png
358,86,76,7,6,79,70,20,data/Train/20/00020_00011_00028.png
359,99,88,9,8,91,81,20,data/Train/20/00020_00011_00029.png
360,29,30,5,6,24,25,0,data/Train/0/00000_00000_00000.png
361,30,30,5,5,25,25,0,data/Train/0/00000_00000_00001.png
362,30,30,5,5,25,25,0,data/Train/0/00000_00000_00002.png
363,31,31,5,5,26,26,0,data/Train/0/00000_00000_00003.png
364,30,32,5,6,25,26,0,data/Train/0/00000_00000_00004.png
365,31,31,6,6,26,26,0,data/Train/0/00000_00000_00005.png
366,33,34,6,6,28,28,0,data/Train/0/00000_00000_00006.png
367,34,35,6,6,29,30,0,data/Train/0/00000_00000_00007.png
368,33,34,5,5,28,29,0,data/Train/0/00000_00000_00008.png
369,36,36,6,5,30,30,0,data/Train/0/00000_00000_00009.png
370,35,36,5,5,30,31,0,data/Train/0/00000_00000_00010.png
371,37,38,6,6,32,33,0,data/Train/0/00000_00000_00011.png
372,37,38,5,6,32,33,0,data/Train/0/00000_00000_00012.png
373,40,39,6,5,35,34,0,data/Train/0/00000_00000_00013.png
374,41,42,5,6,36,37,0,data/Train/0/00000_00000_00014.png
375,44,44,6,6,39,39,0,data/Train/0/00000_00000_00015.png
376,46,44,6,5,41,39,0,data/Train/0/00000_00000_00016.png
377,47,48,6,6,42,42,0,data/Train/0/00000_00000_00017.png
378,50,48,5,5,45,43,0,data/Train/0/00000_00000_00018.png
379,53,51,5,5,48,46,0,data/Train/0/00000_00000_00019.png
380,57,54,6,5,51,49,0,data/Train/0/00000_00000_00020.png
381,59,58,6,6,53,53,0,data/Train/0/00000_00000_00021.png
382,63,61,6,5,57,56,0,data/Train/0/00000_00000_00022.png
383,70,70,7,7,64,64,0,data/Train/0/00000_00000_00023.png
384,76,76,7,7,70,70,0,data/Train/0/00000_00000_00024.png
385,85,86,7,8,78,79,0,data/Train/0/00000_00000_00025.png
386,97,97,8,8,89,88,0,data/Train/0/00000_00000_00026.png
387,108,110,9,10,99,101,0,data/Train/0/00000_00000_00027.png
388,124,127,10,11,113,116,0,data/Train/0/00000_00000_00028.png
389,144,148,12,13,132,136,0,data/Train/0/00000_00000_00029.png
390,29,30,6,6,24,25,0,data/Train/0/00000_00001_00000.png
391,30,30,6,5,25,25,0,data/Train/0/00000_00001_00001.png
392,30,29,6,5,25,24,0,data/Train/0/00000_00001_00002.png
393,31,31,6,6,26,26,0,data/Train/0/00000_00001_00003.png
394,31,31,5,5,26,26,0,data/Train/0/00000_00001_00004.png
395,32,32,6,6,27,27,0,data/Train/0/00000_00001_00005.png
396,33,34,5,6,28,29,0,data/Train/0/00000_00001_00006.png
397,34,33,6,5,29,28,0,data/Train/0/00000_00001_00007.png
398,33,33,5,5,28,28,0,data/Train/0/00000_00001_00008.png
399,34,33,6,5,29,28,0,data/Train/0/00000_00001_00009.png
400,36,35,6,5,30,29,0,data/Train/0/00000_00001_00010.png
401,35,36,5,6,30,31,0,data/Train/0/00000_00001_00011.png
402,36,36,6,6,31,31,0,data/Train/0/00000_00001_00012.png
403,36,36,5,6,31,31,0,data/Train/0/00000_00001_00013.png
404,37,36,5,5,31,31,0,data/Train/0/00000_00001_00014.png
405,38,38,5,6,32,33,0,data/Train/0/00000_00001_00015.png
406,38,39,5,6,33,34,0,data/Train/0/00000_00001_00016.png
407,39,41,5,6,34,35,0,data/Train/0/00000_00001_00017.png
408,40,41,5,6,35,36,0,data/Train/0/00000_00001_00018.png
